Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Risk_Score,Risk_Category,Overall_Satisfaction,Income_Per_Company_Year,Engagement_Index,Automated_HR_Action,Target_ONET_Code,Current_Skills,Skill_Gap,Skill_Match_Pct,Recommendation
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,0.080970645,Low Risk,3.3333333333333335,6442.666666666667,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Active Listening, Monitoring, Microsoft Excel, Writing, Critical Thinking, Microsoft Word, Speaking, Active Learning, Reading Comprehension","Learning Strategies, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint",69.23,Start: Learning Strategies
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,0.07352762,Low Risk,3.0,640.0769230769231,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Writing, Intuit QuickBooks, Microsoft Office software, Microsoft Excel, Critical Thinking, Adobe Photoshop, Speaking, Reading Comprehension, Facebook, Adobe Acrobat, Adobe Creative Cloud software, Google Docs, Kronos Workforce Timekeeper","Active Listening, Monitoring, Microsoft Outlook, Adobe Illustrator, Apple macOS",72.22,Start: Active Listening
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,0.80820936,High Risk,2.6666666666666665,390.3333333333333,2.3333333333333335,HIGH RISK: HR review; retention conversation; career-path and compensation review.,15-1221.00,"Amazon Web Services AWS software, Speaking, Reading Comprehension, GitHub, Apache Kafka, Learning Strategies, Docker, Active Learning, Active Listening, C, Monitoring, C++","Mathematics, Critical Thinking, Writing, Science, Ansible software, Apache Hadoop, Apache Spark, Bash, Git, Go",54.55,Start: Mathematics
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,0.07767194,Low Risk,2.6666666666666665,370.09090909090907,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,43-4161.00,"Active Listening, Reading Comprehension, Microsoft Excel, Speaking, Oracle PeopleSoft, Microsoft Outlook, Microsoft SharePoint, Oracle HRIS, Applicant tracking software","Writing, Critical Thinking, Monitoring, Active Learning, Microsoft Office software, Microsoft PowerPoint, Microsoft Word, Google Docs, Microsoft Access, Microsoft Visio",47.37,Start: Writing
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,0.81236714,High Risk,3.6666666666666665,528.4545454545455,3.3333333333333335,HIGH RISK: HR review; retention conversation; career-path and compensation review.,53-3031.00,"Microsoft Office software, Microsoft Excel, Reading Comprehension","Active Listening, Speaking, Critical Thinking, Writing",42.86,Start: Active Listening
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,0.0783559,Low Risk,2.3333333333333335,285.72727272727275,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Critical Thinking, Apache Hadoop, Writing, Monitoring, Ansible software, Docker, Learning Strategies, Go, Bash, Apache Spark, Reading Comprehension, Science, Amazon Web Services AWS software, Speaking, Active Listening","Active Learning, Mathematics, Apache Kafka, C, C++, Git, GitHub",68.18,Start: Active Learning
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,0.034470852,Low Risk,3.3333333333333335,340.6666666666667,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Apache Hadoop, Amazon Web Services AWS software, GitHub, Writing, Bash, Active Listening, Apache Kafka, Apache Spark, Active Learning, Monitoring, Docker, Go, C, Ansible software, Git","Reading Comprehension, Mathematics, Critical Thinking, Speaking, Learning Strategies, Science, C++",68.18,Start: Reading Comprehension
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2,0.0682588,Low Risk,3.0,2692.8,3.0,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Writing, Microsoft Word, Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension, Microsoft Excel","Active Listening, Critical Thinking, Speaking, Monitoring, Active Learning, Learning Strategies, Microsoft Office software",46.15,Start: Active Listening
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,0.29172534,Low Risk,2.3333333333333335,2663.6666666666665,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Reading Comprehension, Speaking, Microsoft Office software, Critical Thinking, Writing","Active Listening, Microsoft Excel",71.43,Start: Active Listening
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,0.05701502,Low Risk,2.6666666666666665,675.4,2.0,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Outlook, Microsoft PowerPoint, Critical Thinking, Microsoft Excel, Reading Comprehension","Monitoring, Microsoft Office software, Microsoft Word, SAP software",55.56,Start: Monitoring
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,0.080043614,Low Risk,2.0,5538.0,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Writing, Critical Thinking, Intuit QuickBooks, Facebook, Active Listening, Reading Comprehension, Adobe Illustrator, Microsoft Office software, Adobe Photoshop","Speaking, Monitoring, Microsoft Excel, Microsoft Outlook, Adobe Acrobat, Adobe Creative Cloud software, Apple macOS, Google Docs, Kronos Workforce Timekeeper",50.0,Start: Speaking
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,0.003505407,Low Risk,3.0,720.25,3.0,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Microsoft Outlook, Monitoring","Critical Thinking, Active Listening, Microsoft Excel",40.0,Start: Critical Thinking
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,0.067353845,Low Risk,2.3333333333333335,216.0,2.0,LOW RISK: Continue standard career development and engagement tracking.,43-4161.00,"Applicant tracking software, Microsoft SharePoint, Microsoft Excel, Monitoring, Reading Comprehension, Oracle HRIS, Microsoft Outlook, Microsoft Access, Writing, Google Docs, Critical Thinking","Active Listening, Speaking, Active Learning, Microsoft Office software, Microsoft PowerPoint, Microsoft Word, Microsoft Visio, Oracle PeopleSoft",57.89,Start: Active Listening
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,0.6638718,Medium Risk,2.6666666666666665,668.25,2.3333333333333335,MEDIUM RISK: Manager check-in; mentorship; targeted development plan.,51-9083.00,"Critical Thinking, Monitoring, Microsoft Excel, SAP software, Microsoft PowerPoint, Microsoft Word, Microsoft Office software, Microsoft Outlook",Reading Comprehension,88.89,Start: Reading Comprehension
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,0.78996706,High Risk,2.3333333333333335,383.0,2.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,51-9195.05,"Microsoft Outlook, Active Listening, Critical Thinking, Monitoring",Microsoft Excel,80.0,Start: Microsoft Excel
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,0.114705905,Low Risk,3.6666666666666665,1375.6666666666667,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Active Listening, Microsoft Office software, Critical Thinking, Microsoft Excel","Reading Comprehension, Writing",71.43,Start: Reading Comprehension
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,0.2001039,Low Risk,2.3333333333333335,609.5,2.0,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Speaking, Mathematics, GitHub, Reading Comprehension, Apache Kafka, Active Listening, Bash, Monitoring, Go, Apache Spark, Git, Learning Strategies, Ansible software, Apache Hadoop, C","Active Learning, Critical Thinking, Writing, Science, Amazon Web Services AWS software, C++, Docker",68.18,Start: Active Learning
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,0.15824537,Low Risk,1.6666666666666667,1717.5,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Adobe Acrobat, Microsoft Excel, Facebook, Kronos Workforce Timekeeper, Microsoft Outlook, Microsoft Office software, Intuit QuickBooks, Reading Comprehension, Writing, Monitoring, Speaking, Google Docs","Active Listening, Critical Thinking, Adobe Creative Cloud software, Adobe Illustrator, Adobe Photoshop, Apple macOS",66.67,Start: Active Listening
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,0.056171868,Low Risk,3.3333333333333335,454.2173913043478,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Writing, Microsoft Excel, Active Listening, Speaking","Critical Thinking, Reading Comprehension, Microsoft Office software",57.14,Start: Critical Thinking
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,0.31384814,Low Risk,2.0,1208.375,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Microsoft Excel, Microsoft Outlook","Critical Thinking, Active Listening, Monitoring",40.0,Start: Critical Thinking
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,0.5102592,Medium Risk,3.0,358.0,3.0,MEDIUM RISK: Manager check-in; mentorship; targeted development plan.,43-4161.00,"Google Docs, Applicant tracking software, Microsoft Outlook, Microsoft Access, Microsoft Office software, Reading Comprehension, Oracle HRIS, Speaking, Oracle PeopleSoft, Writing, Monitoring, Active Listening","Critical Thinking, Active Learning, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, Microsoft SharePoint, Microsoft Visio",63.16,Start: Critical Thinking
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7,0.69693744,Medium Risk,3.3333333333333335,892.6,3.3333333333333335,MEDIUM RISK: Manager check-in; mentorship; targeted development plan.,43-4051.00,"Writing, Microsoft Office software, Speaking, Intuit QuickBooks, Critical Thinking, Google Docs, Active Listening, Apple macOS, Microsoft Outlook, Kronos Workforce Timekeeper, Monitoring, Adobe Photoshop","Reading Comprehension, Microsoft Excel, Adobe Acrobat, Adobe Creative Cloud software, Adobe Illustrator, Facebook",66.67,Start: Reading Comprehension
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3,0.009699321,Low Risk,3.6666666666666665,1085.5,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Microsoft Office software, Speaking, Writing, Microsoft Excel, Intuit QuickBooks, Adobe Acrobat, Apple macOS, Facebook, Google Docs, Active Listening, Adobe Illustrator","Critical Thinking, Reading Comprehension, Monitoring, Microsoft Outlook, Adobe Creative Cloud software, Adobe Photoshop, Kronos Workforce Timekeeper",61.11,Start: Critical Thinking
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8,0.043397572,Low Risk,2.6666666666666665,618.0909090909091,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Microsoft Office software, Speaking, Reading Comprehension, Writing","Active Listening, Critical Thinking, Microsoft Excel",57.14,Start: Active Listening
58,No,Non-Travel,350,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,Y,No,22,4,4,80,1,37,0,2,16,9,14,14,0.035396848,Low Risk,2.6666666666666665,958.2941176470588,2.0,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Autodesk AutoCAD Civil 3D, Mathematics, Speaking, Microsoft Office software, Microsoft PowerPoint, Autodesk AutoCAD, Microsoft Outlook, Monitoring, Oracle Primavera Enterprise Project Portfolio Management, Microsoft Visio, Active Learning, Microsoft Word, Reading Comprehension","Active Listening, Critical Thinking, Writing, Learning Strategies, Autodesk Revit, Microsoft Excel, Microsoft Project, Microsoft Windows",61.9,Start: Active Listening
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,0.10298537,Low Risk,2.3333333333333335,450.8333333333333,3.0,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Reading Comprehension, Microsoft Excel, SAP software, Microsoft Office software, Microsoft Outlook","Critical Thinking, Monitoring, Microsoft PowerPoint, Microsoft Word",55.56,Start: Critical Thinking
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10,0.06639261,Low Risk,2.6666666666666665,449.2608695652174,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Monitoring, Active Listening, Microsoft Excel","Critical Thinking, Microsoft Outlook",60.0,Start: Critical Thinking
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,0.0934799,Low Risk,1.6666666666666667,556.0,2.0,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Speaking, Writing, Microsoft Excel, Monitoring, Reading Comprehension, Adobe Photoshop, Adobe Illustrator, Adobe Creative Cloud software, Critical Thinking, Microsoft Outlook, Adobe Acrobat, Intuit QuickBooks, Microsoft Office software","Active Listening, Apple macOS, Facebook, Google Docs, Kronos Workforce Timekeeper",72.22,Start: Active Listening
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,0.05254452,Low Risk,3.3333333333333335,856.75,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Critical Thinking, Git, Active Learning, Active Listening, Ansible software, C, Amazon Web Services AWS software, Go, C++, Monitoring, Writing, Apache Hadoop, Speaking, Mathematics, Reading Comprehension, Learning Strategies","Science, Apache Kafka, Apache Spark, Bash, Docker, GitHub",72.73,Start: Science
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,0.21358794,Low Risk,2.0,2409.25,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Writing, Speaking, Microsoft Office software, Active Listening, Critical Thinking","Reading Comprehension, Microsoft Excel",71.43,Start: Reading Comprehension
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,0.021819523,Low Risk,2.3333333333333335,897.75,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Bash, Apache Spark, Monitoring, Mathematics, Active Learning, C, C++, Go, Docker, Apache Kafka, Science, GitHub, Amazon Web Services AWS software, Writing, Speaking, Git, Learning Strategies, Ansible software","Reading Comprehension, Critical Thinking, Active Listening, Apache Hadoop",81.82,Start: Reading Comprehension
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3,0.12084846,Low Risk,2.3333333333333335,1081.0,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,41-4012.00,"Writing, Adobe Acrobat, Microsoft Office software, Microsoft Excel, Active Listening, Adobe Creative Cloud software, Adobe Illustrator, Adobe Photoshop, Autodesk AutoCAD, Active Learning, Apple macOS, Microsoft Outlook, Microsoft PowerPoint, Speaking","Reading Comprehension, Critical Thinking, Monitoring, Salesforce software, Adobe InDesign",73.68,Start: Reading Comprehension
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,0.22535248,Low Risk,2.6666666666666665,780.6666666666666,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Critical Thinking, Microsoft Excel, Microsoft Office software, Writing","Active Listening, Speaking, Reading Comprehension",57.14,Start: Active Listening
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,0.06619581,Low Risk,2.0,5262.333333333333,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Critical Thinking, Microsoft Word, Microsoft PowerPoint, Microsoft Excel, Active Listening, Monitoring, Writing, Microsoft Outlook, Reading Comprehension","Speaking, Active Learning, Learning Strategies, Microsoft Office software",69.23,Start: Speaking
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,0.44226247,Medium Risk,2.6666666666666665,1514.0,2.0,MEDIUM RISK: Manager check-in; mentorship; targeted development plan.,15-1221.00,"Apache Hadoop, Speaking, Amazon Web Services AWS software, GitHub, Reading Comprehension, Bash, Apache Spark, Apache Kafka, Learning Strategies, Monitoring, Go, Ansible software, Science, Critical Thinking, Active Listening","Active Learning, Mathematics, Writing, C, C++, Docker, Git",68.18,Start: Active Learning
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,0.8704719,High Risk,2.6666666666666665,1478.0,2.6666666666666665,HIGH RISK: HR review; retention conversation; career-path and compensation review.,43-4161.00,"Active Learning, Writing, Microsoft SharePoint, Microsoft Visio, Microsoft PowerPoint, Microsoft Outlook, Microsoft Word, Applicant tracking software, Active Listening, Critical Thinking, Microsoft Excel, Speaking, Google Docs, Reading Comprehension, Microsoft Office software","Monitoring, Oracle HRIS, Microsoft Access, Oracle PeopleSoft",78.95,Start: Monitoring
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,0.9376426,High Risk,2.0,778.3333333333334,1.6666666666666667,HIGH RISK: HR review; retention conversation; career-path and compensation review.,43-4161.00,"Oracle PeopleSoft, Monitoring, Active Listening, Writing, Microsoft Visio, Google Docs, Microsoft PowerPoint, Critical Thinking, Microsoft Word","Reading Comprehension, Speaking, Active Learning, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Applicant tracking software, Oracle HRIS, Microsoft Access, Microsoft SharePoint",47.37,Start: Reading Comprehension
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7,0.037689697,Low Risk,2.6666666666666665,572.6666666666666,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Active Listening, Microsoft Office software, Speaking, Writing, Microsoft Excel","Critical Thinking, Reading Comprehension",71.43,Start: Critical Thinking
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,0.099791706,Low Risk,3.3333333333333335,3481.0,3.0,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Science, Mathematics, Amazon Web Services AWS software, Reading Comprehension, Active Listening, Apache Kafka, C++, Apache Spark, Active Learning, Apache Hadoop","Critical Thinking, Writing, Speaking, Monitoring, Learning Strategies, Ansible software, Bash, C, Docker, Git, GitHub, Go",45.45,Start: Critical Thinking
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,0.07203044,Low Risk,2.6666666666666665,709.375,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Reading Comprehension, Microsoft Office software, Critical Thinking, Active Listening","Writing, Microsoft Excel",71.43,Start: Writing
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,0.22177754,Low Risk,3.6666666666666665,396.5,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Office software, Microsoft PowerPoint, Critical Thinking, Monitoring, Reading Comprehension, Microsoft Outlook","Microsoft Excel, Microsoft Word, SAP software",66.67,Start: Microsoft Excel
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,0.11910561,Low Risk,3.3333333333333335,317.6666666666667,4.0,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Monitoring, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Critical Thinking, Microsoft Office software, Reading Comprehension","Microsoft Outlook, SAP software",77.78,Start: Microsoft Outlook
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,0.25783673,Low Risk,3.6666666666666665,4648.0,4.0,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Writing, Active Listening, Microsoft Office software, Speaking, Reading Comprehension","Critical Thinking, Microsoft Excel",71.43,Start: Critical Thinking
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3,0.034231972,Low Risk,2.6666666666666665,419.42857142857144,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Bash, Apache Spark, Writing, Speaking, Science, Reading Comprehension, Ansible software, C++, C, Critical Thinking, Git","Active Learning, Mathematics, Active Listening, Monitoring, Learning Strategies, Amazon Web Services AWS software, Apache Hadoop, Apache Kafka, Docker, GitHub, Go",50.0,Start: Active Learning
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0,0.31511238,Low Risk,2.6666666666666665,701.6666666666666,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft PowerPoint, Monitoring, Microsoft Outlook, Critical Thinking, Microsoft Excel","Reading Comprehension, Microsoft Office software, Microsoft Word, SAP software",55.56,Start: Reading Comprehension
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7,0.07248589,Low Risk,3.6666666666666665,857.8,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Microsoft Excel, Monitoring, Microsoft Outlook, Active Listening",Critical Thinking,80.0,Start: Critical Thinking
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2,0.026411422,Low Risk,3.0,676.5,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,43-4161.00,"Google Docs, Microsoft SharePoint, Microsoft Office software, Speaking, Microsoft PowerPoint, Microsoft Outlook, Microsoft Word, Oracle HRIS, Monitoring, Microsoft Access, Writing","Reading Comprehension, Active Listening, Critical Thinking, Active Learning, Microsoft Excel, Applicant tracking software, Microsoft Visio, Oracle PeopleSoft",57.89,Start: Reading Comprehension
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,0.12467597,Low Risk,3.6666666666666665,798.0,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Monitoring, Kronos Workforce Timekeeper, Critical Thinking, Adobe Creative Cloud software, Writing, Facebook, Adobe Acrobat, Reading Comprehension, Google Docs, Apple macOS, Speaking, Intuit QuickBooks, Microsoft Outlook, Microsoft Excel","Active Listening, Microsoft Office software, Adobe Illustrator, Adobe Photoshop",77.78,Start: Active Listening
